id	player	season	label	trait	question	preview	verdict	priority
dikembe-mutombo-1997-team-defender	Dikembe Mutombo	1997	1996-97	team-defender	Was 1997 Dikembe Mutombo an elite Team Defender?	1997 DIKEMBE MUTOMBO · TEAM DEFENDER?	qualifies	35
dirk-nowitzki-2007-championship-number-one	Dirk Nowitzki	2007	2006-07	championship-number-one	Could 2007 Dirk Nowitzki have been the #1 on a championship team?	2007 DIRK NOWITZKI · CHAMPIONSHIP #1?	qualifies	35
dirk-nowitzki-2007-tough-shot-maker	Dirk Nowitzki	2007	2006-07	tough-shot-maker	Was 2007 Dirk Nowitzki an elite Tough Shot Maker?	2007 DIRK NOWITZKI · TOUGH SHOT MAKER?	qualifies	35
dirk-nowitzki-2011-championship-number-one	Dirk Nowitzki	2011	2010-11	championship-number-one	Could 2011 Dirk Nowitzki have been the #1 on a championship team?	2011 DIRK NOWITZKI · CHAMPIONSHIP #1?	qualifies	25
dirk-nowitzki-2011-tough-shot-maker	Dirk Nowitzki	2011	2010-11	tough-shot-maker	Was 2011 Dirk genuinely unguardable one-on-one?	2011 DIRK · UNGUARDABLE?	qualifies	91
domantas-sabonis-2023-playmaker	Domantas Sabonis	2023	2022-23	playmaker	Was 2023 Sabonis a real offensive hub?	2023 SABONIS · REAL OFFENSIVE HUB?		87
dominique-wilkins-1986-rim-pressurer	Dominique Wilkins	1986	1985-86	rim-pressurer	Was 1986 Dominique Wilkins a Rim Pressurer?	1986 DOMINIQUE WILKINS · RIM PRESSURER?	qualifies	35
dominique-wilkins-1986-team-defender	Dominique Wilkins	1986	1985-86	team-defender	Was 1986 Dominique Wilkins an elite Team Defender?	1986 DOMINIQUE WILKINS · TEAM DEFENDER?	does_not_qualify	35
dominique-wilkins-1986-tough-shot-maker	Dominique Wilkins	1986	1985-86	tough-shot-maker	Was 1986 Dominique Wilkins an elite Tough Shot Maker?	1986 DOMINIQUE WILKINS · TOUGH SHOT MAKER?	qualifies	35
draymond-green-2016-playmaker	Draymond Green	2016	2015-16	playmaker	Was 2016 Draymond an elite playmaker for a forward?	2016 DRAYMOND · ELITE PLAYMAKER?		90
draymond-green-2016-team-defender	Draymond Green	2016	2015-16	team-defender	Was 2016 Draymond Green an elite Team Defender?	2016 DRAYMOND GREEN · TEAM DEFENDER?	qualifies	35
draymond-green-2016-tough-shot-maker	Draymond Green	2016	2015-16	tough-shot-maker	Was 2016 Draymond Green an elite Tough Shot Maker?	2016 DRAYMOND GREEN · TOUGH SHOT MAKER?	does_not_qualify	35
draymond-green-2017-team-defender	Draymond Green	2017	2016-17	team-defender	Was 2017 Draymond an elite team defender?	2017 DRAYMOND · ELITE TEAM DEFENDER?	qualifies	96
dwight-howard-2009-off-ball-scorer	Dwight Howard	2009	2008-09	off-ball-scorer	Was 2009 Dwight Howard an elite Off-Ball Scorer?	2009 DWIGHT HOWARD · OFF-BALL SCORER?	qualifies	35
dwight-howard-2009-rim-protector	Dwight Howard	2009	2008-09	rim-protector	Was 2009 Dwight Howard an elite Rim Protector?	2009 DWIGHT HOWARD · RIM PROTECTOR?	qualifies	35
dwight-howard-2009-team-defender	Dwight Howard	2009	2008-09	team-defender	Was 2009 Dwight Howard an elite Team Defender?	2009 DWIGHT HOWARD · TEAM DEFENDER?	qualifies	35
dwyane-wade-2006-championship-number-one	Dwyane Wade	2006	2005-06	championship-number-one	Could 2006 Dwyane Wade have been the #1 on a championship team?	2006 DWYANE WADE · CHAMPIONSHIP #1?	qualifies	25
dwyane-wade-2009-championship-number-one	Dwyane Wade	2009	2008-09	championship-number-one	Could 2009 Dwyane Wade have been the #1 on a championship team?	2009 DWYANE WADE · CHAMPIONSHIP #1?	qualifies	35
dwyane-wade-2009-playmaker	Dwyane Wade	2009	2008-09	playmaker	Was 2009 Dwyane Wade an elite Playmaker?	2009 DWYANE WADE · PLAYMAKER?	qualifies	35
dwyane-wade-2009-rim-pressurer	Dwyane Wade	2009	2008-09	rim-pressurer	Was 2009 Dwyane Wade a Rim Pressurer?	2009 DWYANE WADE · RIM PRESSURER?	qualifies	35
elvin-hayes-1978-ball-stopper	Elvin Hayes	1978	1977-78	ball-stopper	Was 1978 Elvin Hayes a Ball Stopper?	1978 ELVIN HAYES · BALL STOPPER?	qualifies	35
elvin-hayes-1978-team-defender	Elvin Hayes	1978	1977-78	team-defender	Was 1978 Elvin Hayes an elite Team Defender?	1978 ELVIN HAYES · TEAM DEFENDER?	qualifies	35
elvin-hayes-1978-tough-shot-maker	Elvin Hayes	1978	1977-78	tough-shot-maker	Was 1978 Elvin Hayes an elite Tough Shot Maker?	1978 ELVIN HAYES · TOUGH SHOT MAKER?	qualifies	35
gary-payton-1996-championship-number-one	Gary Payton	1996	1995-96	championship-number-one	Could 1996 Gary Payton have been the #1 on a championship team?	1996 GARY PAYTON · CHAMPIONSHIP #1?	qualifies	35
gary-payton-1996-iso-defender	Gary Payton	1996	1995-96	iso-defender	Was 1996 Gary Payton an elite Iso Defender?	1996 GARY PAYTON · ISO DEFENDER?	qualifies	35
gary-payton-1996-playmaker	Gary Payton	1996	1995-96	playmaker	Was 1996 Gary Payton an elite Playmaker?	1996 GARY PAYTON · PLAYMAKER?	qualifies	35
george-gervin-1979-championship-number-one	George Gervin	1979	1978-79	championship-number-one	Could 1979 George Gervin have been the #1 on a championship team?	1979 GEORGE GERVIN · CHAMPIONSHIP #1?	qualifies	35
george-gervin-1979-team-defender	George Gervin	1979	1978-79	team-defender	Was 1979 George Gervin an elite Team Defender?	1979 GEORGE GERVIN · TEAM DEFENDER?	does_not_qualify	35
george-gervin-1979-tough-shot-maker	George Gervin	1979	1978-79	tough-shot-maker	Was 1979 George Gervin an elite Tough Shot Maker?	1979 GEORGE GERVIN · TOUGH SHOT MAKER?	qualifies	35
giannis-antetokounmpo-2020-championship-number-one	Giannis Antetokounmpo	2020	2019-20	championship-number-one	Could 2020 Giannis Antetokounmpo have been the #1 on a championship team?	2020 GIANNIS ANTETOKOUNMPO · CHAMPIONSHIP #1?	qualifies	35
giannis-antetokounmpo-2020-rim-pressurer	Giannis Antetokounmpo	2020	2019-20	rim-pressurer	Was 2020 Giannis Antetokounmpo a Rim Pressurer?	2020 GIANNIS ANTETOKOUNMPO · RIM PRESSURER?	qualifies	35
giannis-antetokounmpo-2020-three-point-shooter	Giannis Antetokounmpo	2020	2019-20	three-point-shooter	Was 2020 Giannis Antetokounmpo a Three-Point Shooter?	2020 GIANNIS ANTETOKOUNMPO · THREE-POINT SHOOTER?	does_not_qualify	35
giannis-antetokounmpo-2021-championship-number-one	Giannis Antetokounmpo	2021	2020-21	championship-number-one	Could 2021 Giannis Antetokounmpo have been the #1 on a championship team?	2021 GIANNIS ANTETOKOUNMPO · CHAMPIONSHIP #1?	qualifies	25
giannis-antetokounmpo-2021-rim-pressurer	Giannis Antetokounmpo	2021	2020-21	rim-pressurer	Did 2021 Giannis Antetokounmpo attack the rim?	2021 GIANNIS · UNSTOPPABLE DOWNHILL?	qualifies	94
gilbert-arenas-2006-ball-pounder	Gilbert Arenas	2006	2005-06	ball-pounder	Was 2006 Gilbert Arenas a Ball Pounder?	2006 GILBERT ARENAS · BALL POUNDER?	qualifies	35
gilbert-arenas-2006-clutch	Gilbert Arenas	2006	2005-06	clutch	Was 2006 Gilbert Arenas clutch?	2006 GILBERT ARENAS · CLUTCH?	qualifies	35
gilbert-arenas-2006-team-defender	Gilbert Arenas	2006	2005-06	team-defender	Was 2006 Gilbert Arenas an elite Team Defender?	2006 GILBERT ARENAS · TEAM DEFENDER?	does_not_qualify	35
grant-hill-1997-championship-number-one	Grant Hill	1997	1996-97	championship-number-one	Could 1997 Grant Hill have been the #1 on a championship team?	1997 GRANT HILL · CHAMPIONSHIP #1?	qualifies	35
grant-hill-1997-rim-pressurer	Grant Hill	1997	1996-97	rim-pressurer	Was 1997 Grant Hill a Rim Pressurer?	1997 GRANT HILL · RIM PRESSURER?	qualifies	35
grant-hill-1997-three-point-shooter	Grant Hill	1997	1996-97	three-point-shooter	Was 1997 Grant Hill a Three-Point Shooter?	1997 GRANT HILL · THREE-POINT SHOOTER?	does_not_qualify	35
hakeem-olajuwon-1994-championship-number-one	Hakeem Olajuwon	1994	1993-94	championship-number-one	Could 1994 Hakeem Olajuwon have been the #1 on a championship team?	1994 HAKEEM OLAJUWON · CHAMPIONSHIP #1?	qualifies	25
hakeem-olajuwon-1994-rim-protector	Hakeem Olajuwon	1994	1993-94	rim-protector	Was 1994 Hakeem an elite rim protector?	1994 HAKEEM · ELITE RIM PROTECTOR?	qualifies	30
hakeem-olajuwon-1994-team-defender	Hakeem Olajuwon	1994	1993-94	team-defender	Was 1994 Hakeem Olajuwon an elite Team Defender?	1994 HAKEEM OLAJUWON · TEAM DEFENDER?	qualifies	35
hakeem-olajuwon-1994-tough-shot-maker	Hakeem Olajuwon	1994	1993-94	tough-shot-maker	Was 1994 Hakeem Olajuwon an elite Tough Shot Maker?	1994 HAKEEM OLAJUWON · TOUGH SHOT MAKER?	qualifies	35
hakeem-olajuwon-1995-championship-number-one	Hakeem Olajuwon	1995	1994-95	championship-number-one	Could 1995 Hakeem Olajuwon have been the #1 on a championship team?	1995 HAKEEM OLAJUWON · CHAMPIONSHIP #1?	qualifies	25
horace-grant-1994-championship-number-one	Horace Grant	1994	1993-94	championship-number-one	Could 1994 Horace Grant have been the #1 on a championship team?	1994 HORACE GRANT · CHAMPIONSHIP #1?	does_not_qualify	35
horace-grant-1994-off-ball-scorer	Horace Grant	1994	1993-94	off-ball-scorer	Was 1994 Horace Grant an elite Off-Ball Scorer?	1994 HORACE GRANT · OFF-BALL SCORER?	qualifies	35
horace-grant-1994-team-defender	Horace Grant	1994	1993-94	team-defender	Was 1994 Horace Grant an elite Team Defender?	1994 HORACE GRANT · TEAM DEFENDER?	qualifies	35
isaiah-thomas-2017-clutch	Isaiah Thomas	2017	2016-17	clutch	Was 2017 Isaiah Thomas clutch?	2017 ISAIAH THOMAS · CLUTCH?	qualifies	35
isaiah-thomas-2017-iso-defender	Isaiah Thomas	2017	2016-17	iso-defender	Was 2017 Isaiah Thomas an elite Iso Defender?	2017 ISAIAH THOMAS · ISO DEFENDER?	does_not_qualify	35
isaiah-thomas-2017-tough-shot-maker	Isaiah Thomas	2017	2016-17	tough-shot-maker	Was 2017 Isaiah Thomas an elite Tough Shot Maker?	2017 ISAIAH THOMAS · TOUGH SHOT MAKER?	qualifies	35
isiah-thomas-1990-championship-number-one	Isiah Thomas	1990	1989-90	championship-number-one	Could 1990 Isiah Thomas have been the #1 on a championship team?	1990 ISIAH THOMAS · CHAMPIONSHIP #1?	qualifies	25
isiah-thomas-1990-playmaker	Isiah Thomas	1990	1989-90	playmaker	Was 1990 Isiah Thomas an elite Playmaker?	1990 ISIAH THOMAS · PLAYMAKER?	qualifies	35
isiah-thomas-1990-super-three-point-shooter	Isiah Thomas	1990	1989-90	super-three-point-shooter	Did 1990 Isiah Thomas have game-breaking three-point gravity?	1990 ISIAH THOMAS · SUPER THREE-POINT SHOOTER?	does_not_qualify	35
jj-redick-2016-off-ball-scorer	JJ Redick	2016	2015-16	off-ball-scorer	Was 2016 JJ Redick an elite off-ball scorer?	2016 REDICK · ELITE OFF-BALL?		90
ja-morant-2022-playmaker	Ja Morant	2022	2021-22	playmaker	Was 2022 Ja Morant an elite Playmaker?	2022 JA MORANT · PLAYMAKER?	qualifies	35
ja-morant-2022-three-point-shooter	Ja Morant	2022	2021-22	three-point-shooter	Was 2022 Ja Morant a Three-Point Shooter?	2022 JA MORANT · THREE-POINT SHOOTER?	does_not_qualify	35
ja-morant-2022-tough-shot-maker	Ja Morant	2022	2021-22	tough-shot-maker	Was 2022 Ja Morant an elite Tough Shot Maker?	2022 JA MORANT · TOUGH SHOT MAKER?	qualifies	35
jack-sikma-1982-championship-number-one	Jack Sikma	1982	1981-82	championship-number-one	Could 1982 Jack Sikma have been the #1 on a championship team?	1982 JACK SIKMA · CHAMPIONSHIP #1?	does_not_qualify	35
jack-sikma-1982-playmaker	Jack Sikma	1982	1981-82	playmaker	Was 1982 Jack Sikma an elite Playmaker?	1982 JACK SIKMA · PLAYMAKER?	qualifies	35
jack-sikma-1982-team-defender	Jack Sikma	1982	1981-82	team-defender	Was 1982 Jack Sikma an elite Team Defender?	1982 JACK SIKMA · TEAM DEFENDER?	qualifies	35
jalen-brunson-2024-championship-number-one	Jalen Brunson	2024	2023-24	championship-number-one	Could 2024 Jalen Brunson have been the #1 on a championship team?	2024 JALEN BRUNSON · CHAMPIONSHIP #1?	qualifies	35
jalen-brunson-2024-clutch	Jalen Brunson	2024	2023-24	clutch	Was 2024 Jalen Brunson clutch?	2024 JALEN BRUNSON · CLUTCH?	qualifies	35
jalen-brunson-2024-iso-defender	Jalen Brunson	2024	2023-24	iso-defender	Was 2024 Jalen Brunson an elite Iso Defender?	2024 JALEN BRUNSON · ISO DEFENDER?	does_not_qualify	35
jalen-brunson-2026-championship-number-one	Jalen Brunson	2026	2025-26	championship-number-one	Could 2026 Jalen Brunson have been the #1 on a championship team?	2026 JALEN BRUNSON · CHAMPIONSHIP #1?	qualifies	25
james-harden-2013-foul-merchant	James Harden	2013	2012-13	foul-merchant	Was 2013 James Harden a Foul Merchant?	2013 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2014-foul-merchant	James Harden	2014	2013-14	foul-merchant	Was 2014 James Harden a Foul Merchant?	2014 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2015-foul-merchant	James Harden	2015	2014-15	foul-merchant	Was 2015 James Harden a Foul Merchant?	2015 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2016-foul-merchant	James Harden	2016	2015-16	foul-merchant	Was 2016 James Harden a Foul Merchant?	2016 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2017-foul-merchant	James Harden	2017	2016-17	foul-merchant	Was 2017 James Harden a Foul Merchant?	2017 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2018-foul-merchant	James Harden	2018	2017-18	foul-merchant	Was 2018 James Harden a Foul Merchant?	2018 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2019-ball-pounder	James Harden	2019	2018-19	ball-pounder	Was 2019 James Harden a Ball Pounder?	2019 JAMES HARDEN · BALL POUNDER?	qualifies	35
james-harden-2019-foul-merchant	James Harden	2019	2018-19	foul-merchant	Was 2019 James Harden a Foul Merchant?	2019 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-harden-2019-playmaker	James Harden	2019	2018-19	playmaker	Was prime Harden an elite playmaker?	PRIME HARDEN · ELITE PLAYMAKER?		84
james-harden-2019-team-defender	James Harden	2019	2018-19	team-defender	Did 2019 Harden play real team defense?	2019 HARDEN · REAL TEAM DEFENSE?	does_not_qualify	80
james-harden-2020-foul-merchant	James Harden	2020	2019-20	foul-merchant	Was 2020 James Harden a Foul Merchant?	2020 JAMES HARDEN · FOUL MERCHANT?	qualifies	45
james-worthy-1988-championship-number-one	James Worthy	1988	1987-88	championship-number-one	Could 1988 James Worthy have been the #1 on a championship team?	1988 JAMES WORTHY · CHAMPIONSHIP #1?	qualifies	25
james-worthy-1988-clutch	James Worthy	1988	1987-88	clutch	Was 1988 James Worthy clutch?	1988 JAMES WORTHY · CLUTCH?	qualifies	35
james-worthy-1988-off-ball-scorer	James Worthy	1988	1987-88	off-ball-scorer	Was 1988 James Worthy an elite Off-Ball Scorer?	1988 JAMES WORTHY · OFF-BALL SCORER?	qualifies	35
james-worthy-1988-rim-pressurer	James Worthy	1988	1987-88	rim-pressurer	Was 1988 James Worthy a Rim Pressurer?	1988 JAMES WORTHY · RIM PRESSURER?	qualifies	35
jason-kidd-2002-playmaker	Jason Kidd	2002	2001-02	playmaker	Was 2002 Jason Kidd an elite Playmaker?	2002 JASON KIDD · PLAYMAKER?	qualifies	35
jason-kidd-2002-team-defender	Jason Kidd	2002	2001-02	team-defender	Was 2002 Jason Kidd an elite Team Defender?	2002 JASON KIDD · TEAM DEFENDER?	qualifies	35
jason-kidd-2002-three-point-shooter	Jason Kidd	2002	2001-02	three-point-shooter	Was 2002 Jason Kidd a Three-Point Shooter?	2002 JASON KIDD · THREE-POINT SHOOTER?	does_not_qualify	35
jaylen-brown-2024-championship-number-one	Jaylen Brown	2024	2023-24	championship-number-one	Could 2024 Jaylen Brown have been the #1 on a championship team?	2024 JAYLEN BROWN · CHAMPIONSHIP #1?	qualifies	25
jayson-tatum-2024-switchable-defender	Jayson Tatum	2024	2023-24	switchable-defender	Was 2024 Jayson Tatum a Switchable Defender?	2024 JAYSON TATUM · SWITCHABLE DEFENDER?	qualifies	35
jayson-tatum-2024-three-point-shooter	Jayson Tatum	2024	2023-24	three-point-shooter	Was 2024 Jayson Tatum a Three-Point Shooter?	2024 JAYSON TATUM · THREE-POINT SHOOTER?	qualifies	35
jimmy-butler-2020-championship-number-one	Jimmy Butler	2020	2019-20	championship-number-one	Could 2020 Jimmy Butler have been the #1 on a championship team?	2020 JIMMY BUTLER · CHAMPIONSHIP #1?	qualifies	35
jimmy-butler-2020-playmaker	Jimmy Butler	2020	2019-20	playmaker	Was 2020 Jimmy Butler an elite Playmaker?	2020 JIMMY BUTLER · PLAYMAKER?	qualifies	35
jimmy-butler-2020-three-point-shooter	Jimmy Butler	2020	2019-20	three-point-shooter	Was 2020 Jimmy Butler a Three-Point Shooter?	2020 JIMMY BUTLER · THREE-POINT SHOOTER?	does_not_qualify	35
jo-jo-white-1976-championship-number-one	Jo Jo White	1976	1975-76	championship-number-one	Could 1976 Jo Jo White have been the #1 on a championship team?	1976 JO JO WHITE · CHAMPIONSHIP #1?	qualifies	25
joakim-noah-2014-playmaker	Joakim Noah	2014	2013-14	playmaker	Was 2014 Joakim Noah an elite Playmaker?	2014 JOAKIM NOAH · PLAYMAKER?	qualifies	35
joakim-noah-2014-rim-protector	Joakim Noah	2014	2013-14	rim-protector	Was 2014 Joakim Noah an elite Rim Protector?	2014 JOAKIM NOAH · RIM PROTECTOR?	qualifies	35
joakim-noah-2014-team-defender	Joakim Noah	2014	2013-14	team-defender	Was 2014 Joakim Noah an elite Team Defender?	2014 JOAKIM NOAH · TEAM DEFENDER?	qualifies	35
joe-dumars-1989-championship-number-one	Joe Dumars	1989	1988-89	championship-number-one	Could 1989 Joe Dumars have been the #1 on a championship team?	1989 JOE DUMARS · CHAMPIONSHIP #1?	qualifies	25
joe-dumars-1989-clutch	Joe Dumars	1989	1988-89	clutch	Was 1989 Joe Dumars clutch?	1989 JOE DUMARS · CLUTCH?	qualifies	35
joe-dumars-1989-iso-defender	Joe Dumars	1989	1988-89	iso-defender	Was 1989 Joe Dumars an elite Iso Defender?	1989 JOE DUMARS · ISO DEFENDER?	qualifies	35
joe-dumars-1989-off-ball-scorer	Joe Dumars	1989	1988-89	off-ball-scorer	Was 1989 Joe Dumars an elite Off-Ball Scorer?	1989 JOE DUMARS · OFF-BALL SCORER?	qualifies	35
joel-embiid-2023-rim-protector	Joel Embiid	2023	2022-23	rim-protector	Was 2023 Joel Embiid an elite Rim Protector?	2023 JOEL EMBIID · RIM PROTECTOR?	qualifies	35
john-havlicek-1974-championship-number-one	John Havlicek	1974	1973-74	championship-number-one	Could 1974 John Havlicek have been the #1 on a championship team?	1974 JOHN HAVLICEK · CHAMPIONSHIP #1?	qualifies	25
john-havlicek-1974-clutch	John Havlicek	1974	1973-74	clutch	Was 1974 John Havlicek clutch?	1974 JOHN HAVLICEK · CLUTCH?	qualifies	35
john-havlicek-1974-off-ball-scorer	John Havlicek	1974	1973-74	off-ball-scorer	Was 1974 John Havlicek an elite Off-Ball Scorer?	1974 JOHN HAVLICEK · OFF-BALL SCORER?	qualifies	35
john-havlicek-1974-team-defender	John Havlicek	1974	1973-74	team-defender	Was 1974 John Havlicek an elite Team Defender?	1974 JOHN HAVLICEK · TEAM DEFENDER?	qualifies	35
john-stockton-1995-off-ball-scorer	John Stockton	1995	1994-95	off-ball-scorer	Was 1995 John Stockton an elite Off-Ball Scorer?	1995 JOHN STOCKTON · OFF-BALL SCORER?	qualifies	35
john-stockton-1995-playmaker	John Stockton	1995	1994-95	playmaker	Was 1995 John Stockton an elite Playmaker?	1995 JOHN STOCKTON · PLAYMAKER?	qualifies	35
john-stockton-1995-three-point-shooter	John Stockton	1995	1994-95	three-point-shooter	Was 1995 John Stockton a Three-Point Shooter?	1995 JOHN STOCKTON · THREE-POINT SHOOTER?	qualifies	35
julius-erving-1976-championship-number-one	Julius Erving	1976	1975-76	championship-number-one	Could 1976 Julius Erving have been the #1 on a championship team?	1976 JULIUS ERVING · CHAMPIONSHIP #1?	qualifies	35
julius-erving-1976-playmaker	Julius Erving	1976	1975-76	playmaker	Was 1976 Julius Erving an elite Playmaker?	1976 JULIUS ERVING · PLAYMAKER?	qualifies	35
julius-erving-1976-rim-pressurer	Julius Erving	1976	1975-76	rim-pressurer	Was 1976 Julius Erving a Rim Pressurer?	1976 JULIUS ERVING · RIM PRESSURER?	qualifies	35
kareem-abdul-jabbar-1977-championship-number-one	Kareem Abdul-Jabbar	1977	1976-77	championship-number-one	Could 1977 Kareem Abdul-Jabbar have been the #1 on a championship team?	1977 KAREEM ABDUL-JABBAR · CHAMPIONSHIP #1?	qualifies	35
kareem-abdul-jabbar-1977-playmaker	Kareem Abdul-Jabbar	1977	1976-77	playmaker	Was 1977 Kareem Abdul-Jabbar an elite Playmaker?	1977 KAREEM ABDUL-JABBAR · PLAYMAKER?	qualifies	35
kareem-abdul-jabbar-1977-rim-protector	Kareem Abdul-Jabbar	1977	1976-77	rim-protector	Was 1977 Kareem Abdul-Jabbar an elite Rim Protector?	1977 KAREEM ABDUL-JABBAR · RIM PROTECTOR?	qualifies	35
kareem-abdul-jabbar-1985-championship-number-one	Kareem Abdul-Jabbar	1985	1984-85	championship-number-one	Could 1985 Kareem Abdul-Jabbar have been the #1 on a championship team?	1985 KAREEM ABDUL-JABBAR · CHAMPIONSHIP #1?	qualifies	25
karl-malone-1997-championship-number-one	Karl Malone	1997	1996-97	championship-number-one	Could 1997 Karl Malone have been the #1 on a championship team?	1997 KARL MALONE · CHAMPIONSHIP #1?	qualifies	35
karl-malone-1997-clutch	Karl Malone	1997	1996-97	clutch	Was 1997 Karl Malone clutch?	1997 KARL MALONE · CLUTCH?	does_not_qualify	35
karl-malone-1997-rim-pressurer	Karl Malone	1997	1996-97	rim-pressurer	Was 1997 Karl Malone a Rim Pressurer?	1997 KARL MALONE · RIM PRESSURER?	qualifies	35
kawhi-leonard-2014-championship-number-one	Kawhi Leonard	2014	2013-14	championship-number-one	Could 2014 Kawhi Leonard have been the #1 on a championship team?	2014 KAWHI LEONARD · CHAMPIONSHIP #1?	qualifies	25
kawhi-leonard-2017-championship-number-one	Kawhi Leonard	2017	2016-17	championship-number-one	Could 2017 Kawhi Leonard have been the #1 on a championship team?	2017 KAWHI LEONARD · CHAMPIONSHIP #1?	qualifies	35
kawhi-leonard-2017-iso-defender	Kawhi Leonard	2017	2016-17	iso-defender	Was 2017 Kawhi Leonard an elite Iso Defender?	2017 KAWHI LEONARD · ISO DEFENDER?	qualifies	35
kawhi-leonard-2017-tough-shot-maker	Kawhi Leonard	2017	2016-17	tough-shot-maker	Was 2017 Kawhi Leonard an elite Tough Shot Maker?	2017 KAWHI LEONARD · TOUGH SHOT MAKER?	qualifies	35
kawhi-leonard-2019-championship-number-one	Kawhi Leonard	2019	2018-19	championship-number-one	Could 2019 Kawhi Leonard have been the #1 on a championship team?	2019 KAWHI LEONARD · CHAMPIONSHIP #1?	qualifies	25
kawhi-leonard-2019-iso-defender	Kawhi Leonard	2019	2018-19	iso-defender	Was 2019 Kawhi an elite iso defender?	2019 KAWHI · ELITE ISO DEFENDER?	qualifies	92
kevin-durant-2014-championship-number-one	Kevin Durant	2014	2013-14	championship-number-one	Could 2014 Kevin Durant have been the #1 on a championship team?	2014 KEVIN DURANT · CHAMPIONSHIP #1?	qualifies	35
kevin-durant-2014-off-ball-scorer	Kevin Durant	2014	2013-14	off-ball-scorer	Was MVP KD elite even without the ball?	MVP KD · ELITE WITHOUT THE BALL?		88
kevin-durant-2014-rim-pressurer	Kevin Durant	2014	2013-14	rim-pressurer	Was 2014 Kevin Durant a Rim Pressurer?	2014 KEVIN DURANT · RIM PRESSURER?	qualifies	35
kevin-durant-2014-super-three-point-shooter	Kevin Durant	2014	2013-14	super-three-point-shooter	Did 2014 Kevin Durant have game-breaking three-point gravity?	2014 KEVIN DURANT · SUPER THREE-POINT SHOOTER?	qualifies	35
kevin-durant-2014-tough-shot-maker	Kevin Durant	2014	2013-14	tough-shot-maker	Was MVP KD an elite tough shot maker?	MVP KD · ELITE TOUGH SHOTS?	qualifies	93
kevin-durant-2017-championship-number-one	Kevin Durant	2017	2016-17	championship-number-one	Could 2017 Kevin Durant have been the #1 on a championship team?	2017 KEVIN DURANT · CHAMPIONSHIP #1?	qualifies	25
kevin-durant-2017-switchable-defender	Kevin Durant	2017	2016-17	switchable-defender	Was 2017 KD a true switch defender?	2017 KD · TRUE SWITCH DEFENDER?		88
kevin-durant-2018-championship-number-one	Kevin Durant	2018	2017-18	championship-number-one	Could 2018 Kevin Durant have been the #1 on a championship team?	2018 KEVIN DURANT · CHAMPIONSHIP #1?	qualifies	25
kevin-garnett-2004-championship-number-one	Kevin Garnett	2004	2003-04	championship-number-one	Could 2004 Kevin Garnett have been the #1 on a championship team?	2004 KEVIN GARNETT · CHAMPIONSHIP #1?	qualifies	35
kevin-garnett-2004-playmaker	Kevin Garnett	2004	2003-04	playmaker	Was 2004 Kevin Garnett an elite Playmaker?	2004 KEVIN GARNETT · PLAYMAKER?	qualifies	35
kevin-garnett-2004-switchable-defender	Kevin Garnett	2004	2003-04	switchable-defender	Was 2004 Kevin Garnett a Switchable Defender?	2004 KEVIN GARNETT · SWITCHABLE DEFENDER?	qualifies	35
kevin-garnett-2004-team-defender	Kevin Garnett	2004	2003-04	team-defender	Could 2004 KG run a whole defense by himself?	2004 KG · RAN THE WHOLE DEFENSE?	qualifies	92
kevin-mchale-1987-championship-number-one	Kevin McHale	1987	1986-87	championship-number-one	Could 1987 Kevin McHale have been the #1 on a championship team?	1987 KEVIN MCHALE · CHAMPIONSHIP #1?	qualifies	35
kevin-mchale-1987-playmaker	Kevin McHale	1987	1986-87	playmaker	Was 1987 Kevin McHale an elite Playmaker?	1987 KEVIN MCHALE · PLAYMAKER?	does_not_qualify	35
kevin-mchale-1987-tough-shot-maker	Kevin McHale	1987	1986-87	tough-shot-maker	Was 1987 Kevin McHale an elite Tough Shot Maker?	1987 KEVIN MCHALE · TOUGH SHOT MAKER?	qualifies	35
khris-middleton-2021-off-ball-scorer	Khris Middleton	2021	2020-21	off-ball-scorer	Was 2021 Middleton an elite off-ball scorer?	2021 MIDDLETON · ELITE OFF-BALL?		87
kiki-vandeweghe-1984-ball-stopper	Kiki Vandeweghe	1984	1983-84	ball-stopper	Was 1984 Kiki Vandeweghe a Ball Stopper?	1984 KIKI VANDEWEGHE · BALL STOPPER?	qualifies	35
kiki-vandeweghe-1984-team-defender	Kiki Vandeweghe	1984	1983-84	team-defender	Was 1984 Kiki Vandeweghe an elite Team Defender?	1984 KIKI VANDEWEGHE · TEAM DEFENDER?	does_not_qualify	35
kiki-vandeweghe-1984-tough-shot-maker	Kiki Vandeweghe	1984	1983-84	tough-shot-maker	Was 1984 Kiki Vandeweghe an elite Tough Shot Maker?	1984 KIKI VANDEWEGHE · TOUGH SHOT MAKER?	qualifies	35
klay-thompson-2016-championship-number-one	Klay Thompson	2016	2015-16	championship-number-one	Could 2016 Klay Thompson have been the #1 on a championship team?	2016 KLAY THOMPSON · CHAMPIONSHIP #1?	does_not_qualify	35
